study_id,text,gpt_response,icpr_keywords,missing_icpsr
7221,"This study focused on respondents' evaluations of president
 Dwight Eisenhower and the Republican administration. Voting intentions
 for the upcoming election were also explored. Demographic data include
sex, age, race, religion, education, occupation, and family income.","['eisenhower evaluation', 'republican administration', 'voting intentions', 'upcoming election', 'demographic data', 'sex', 'age', 'race', 'religion', 'education.']","['age discrimination', 'demographic statistics', 'election forecasting', 'political campaigns', 'presidential election', 'public opinion', 'race relations', 'voter participation', 'voting behavior', 'voting patterns']","eisenhower evaluation,republican administration,voting intentions,upcoming election,demographic data,education."
8770,"These surveys were undertaken to measure changes in consumer 
 attitudes and expectations, to understand why these changes occur, and 
 to evaluate how they relate to consumer decisions to save, borrow, or 
 make discretionary purchases. This type of information is essential for 
 forecasting changes in aggregate consumer behavior. Since the late 
 1940s, these surveys have been produced quarterly through 1977 and 
 monthly thereafter. Each monthly survey contains approximately 40-50 
 questions and probes a different aspect of consumer confidence. 
 Open-ended questions are asked concerning evaluations and expectations 
 about personal finances, employment, price changes, and the national 
 business situation. Additional questions probe buying intentions for 
 automobiles and the respondent's appraisals of present market 
conditions for purchasing houses, automobiles, and other durables.","['consumer attitudes', 'expectations measurement', 'behavioral forecasting', 'quarterly surveys', 'monthly surveys', 'consumer confidence', 'open-ended questions', 'personal finances', 'buying intentions', 'market appraisals']","['consumer attitudes', 'consumer behavior', 'consumer expectations', 'consumer expenditures', 'economic behavior', 'market rate surveys', 'personal finances', 'public confidence', 'public opinion', 'survey methodology']","expectations measurement,behavioral forecasting,quarterly surveys,monthly surveys,consumer confidence,open-ended questions,buying intentions,market appraisals"
4329,"This special topic poll, conducted June 23-26, 2005, is
part of a continuing series of monthly surveys that solicit public
opinion on the presidency and on a range of other political and social
issues. Respondents were asked to give their opinions on the
effectiveness of United States President George W. Bush in relation to
the conflict in Iraq. Questions addressed such issues as whether
deploying the United States military in Iraq was worth the human and
economic costs, the effect military action in Iraq had on relations
with countries like France or Germany that disagreed with the United
States on military action in Iraq, the effect military action in Iraq
had on the stability and peace in the Middle East, and the effect
military action in Iraq had on United States security domestically and
internationally. Respondents were asked to give their opinions of the
Bush administration's actions and statements prior to military action
in Iraq, of the effect of Iraqi elections on the stability of Iraq,
whether military action in Iraq was part of the broader ""war on
terror,"" when or if the United States military would withdraw or
reduce troop size in Iraq, and the effect on world opinion and events
if the United States military were to be successful in establishing
and maintaining a democratic government in Iraq. Additional questions
sought opinions of the death penalty and other punishments for
convicted murderers and whether respondents would advise youth to join
the United States military. Background information includes age, sex,
education, household income, political ideology, political party
affiliation, race, religious affiliation, whether that religion was
protestant, and whether the respondent considers herself or himself
""born-again.""","['george w. bush', 'iraq conflict', 'military effectiveness', 'human costs', 'economic costs', 'international relations', 'middle east stability', 'u.s. security', 'iraqi elections', 'war on terror']","['armed conflict', 'economic sanctions', 'international relations', 'iraq war', 'military effectiveness', 'presidential elections', 'terrorism prosecution', 'terrorist threats', 'war casualties', 'war crimes']","george w. bush,iraq conflict,military effectiveness,human costs,economic costs,middle east stability,u.s. security,iraqi elections,war on terror"
3671,"These data are bridged resident population estimates
for 2000 and 2001 based on the Census 2000 counts. The
estimates result from bridging the 31 race categories used in Census
2000, as specified in the 1997 Office of Management and Budget
standards for the collection of data on race and ethnicity, to the
four race categories specified under the 1977 standards. The bridged
estimates were produced under a collaborative arrangement with the
United States Bureau of the Census. Three data files are provided. The
first file (Part 1) contains bridged April 1, 2000, population counts
for the four race groups (White, Black or African American, American
Indian or Alaska Native, Asian or Pacific Islander) by county, single
year of age, sex, and Hispanic origin. The other two data files (Parts
2 and 3) contain bridged postcensal estimates of the July 1, 2000, and
July 1, 2001, resident populations of the United States for the four
race groups by single year of age, sex, and Hispanic origin. Parts 4-8
are Excel files presenting various crosstabulations.","['population estimates', 'census 2000', 'race categories', 'data bridging', 'omb standards', 'collaborative arrangement', 'bureau of the census', 'demographic data', 'age-sex distribution', 'hispanic origin']","['age-sex distribution', 'bureau of the census', 'census data', 'demographic data', 'hispanic or latino origins', 'population census', 'population estimates', 'race relations', 'racial discrimination', 'racial profiling']","census 2000,race categories,data bridging,omb standards,collaborative arrangement,bureau of the census,demographic data,age-sex distribution,hispanic origin"
2663,"This poll, fielded October 31-November 1, 1998, is part of
a continuing series of monthly surveys that solicit public opinion on
the presidency and on a range of other political and social
issues. Respondents were asked to give their opinions of President
Bill Clinton and the upcoming November 1998 state and congressional
elections. Those queried were asked a series of questions about the
United States Congress and the impact of congressional decisions on
their lives. Topics covered 1997-1998 congressional accomplishments,
the importance of which political party controls Congress, the
respondent's level of trust in government, whether congressional
representatives should solve national problems or only be concerned
with their specific constituencies, and to whom congressional
representatives paid the most attention in practice. Respondents were
also asked whether non-voters had the right to complain about
electoral outcomes, whether the Clinton scandal had prevented
political debate on the real issues during the campaigns, whether the
Clinton scandal would influence voter turnout and electoral decisions,
and how they felt about the content of campaign
commercials. Background information on respondents includes age, race,
sex, political party, political orientation, marital status,
employment status, voter registration and participation history, labor
union membership, religion, education, age of children in household,
and family income.","['public opinion', 'bill clinton', 'congressional elections', 'political party control', 'trust in government', 'constituency representation', 'congressional attention', 'voter turnout', 'campaign commercials', 'demographic information']","['campaign finance', 'congressional elections', 'election campaigns', 'political parties', 'public opinion', 'trust in government', 'united states congress', 'united states house of representatives', 'united states senate', 'voter turnout']","bill clinton,political party control,constituency representation,congressional attention,campaign commercials,demographic information"
1271,"This paper uses a currency crisis framework to analyze the
 currency devaluation and debt default of post-Soviet Russia in August
 1998. The authors show that even though the Russian economy recorded
 positive growth immediately preceding the default, the atmosphere was
 reflective of an impending crisis. The authors then consider the
 symptoms of a currency crisis -- specifically public and private debt
 responsibilities, devaluation expectations, and contractionary
 monetary policy -- and show that they were present in Russia at that
 time. Three generations of currency crisis models are reviewed,
 followed by speculation that the Russian default was a product not
 only of fiscal deficits but also of a fragile financial system and
 contractionary monetary policy. The authors address the possibility
 that the usual prescription for a currency crisis, that is, increasing
 interest rates, may have accelerated the default and that a
 case-by-case prescription may afford a better solution than a blanket
policy of increasing interest rates in the face of devaluation.","['currency crisis', 'russia 1998', 'debt default', 'economic growth', 'impending crisis', 'public debt', 'private debt', 'monetary policy', 'fiscal deficits', 'financial system']","['economic crises', 'economic growth', 'financial system', 'fiscal policy', 'government debt', 'international monetary fund', 'monetary policy', 'public debt', 'russian federation', 'sovereign debt']","currency crisis,russia 1998,debt default,impending crisis,public debt,private debt,fiscal deficits,financial system"
2739,"These data explore the impact of job loss and unemployment
 on workers' stress and mental health, and evaluate the potential
 benefits of participation in a job-search skills seminar. Respondents
 were recruited from four offices of the Michigan Employment Security
 Commission (MESC) in southeastern Michigan. A group of 31,560
 unemployed persons were approached for the study. Of these, about
 23,000 failed to meet basic initial criteria because they were new
 entrants to the labor market, already re-employed, or just
 accompanying others in line. Respondents were kept in the pool if they
 were not on strike and not expecting to be recalled for work in the
 next few months or planning to retire in the next two years. The
 resulting group of 7,956 were then assessed for symptoms of depression
 and willingness to participate in a job-seeking skills seminar. These
 final exclusion criteria resulted in a pool of 3,402. A screening
 questionnaire (Part 1) was administered to that pool, which allowed
 the researchers to classify respondents as being at high risk for
 depression and anxiety or at low risk. All of the high-risk
 respondents and a random sample of the low-risk participants were
 invited to participate in the study and in the MESC's Job
 Opportunities and Basic Skills II (JOBSII) intervention program, which
 consisted of a set of job-search skills seminars. JOBS II was
 patterned after JOBS I, which was offered by the MESC in the late
 1980s. A pretest questionnaire (Part 2) was mailed to respondents
 between February and July 1991, two weeks prior to the invitation to
 participate in the JOBS intervention seminar. The questionnaire
 addressed the situation surrounding the respondents' loss of
 employment, quality of work life in previous job, level of economic
 hardship, attitudes toward obtaining a new job, social support
 network, self-esteem, feelings of anxiety and/or depression, health
 problems, and substance abuse history and related problems. At the
 same time, a mail questionnaire was sent to each respondent's
 significant other (Part 6). Items in this questionnaire focused on the
 length of their relationship with the respondent, the level of support
 given to the respondent, the significant other's observations
 regarding the daily activities of the respondent during this period of
 job loss, the significant other's feelings of anxiety and/or
 depression, and the significant other's level of economic hardship. A
 second and third mail questionnaire were sent six weeks (Part 3) and
 six months (Part 4) after the respondents' participation in a JOBS
 intervention program job-seeking skills seminar. For those respondents
 who had gained employment, questions were asked regarding current
 employment status, sense of job permanence, employee benefits, and
 feelings toward current job. Those respondents still seeking
 employment were queried about their intention to continue their job
 search, job-seeking behaviors, confidence in their ability to obtain a
 job, and the presence or lack of a social support network. For those
 respondents still unemployed six months after the intervention
 seminar, additional questions covered receipt of unemployment benefits
 and how necessary those benefits were. Similarly, significant others
 were queried both six weeks (Part 7) and six months (Part 8) after the
 respondents' participation in the job intervention. Topics focused on
 their relationship with the respondent, the observed daily activities
 of the respondent, the emotional support given to the respondent, the
 respondent's job-seeking behavior, the respondent's and significant
 other's feelings of anxiety and/or depression, and the level of shared
 responsibility regarding the payment of bills and other economic
 hardships. Finally, respondents were questioned through a mail survey
 two years (Part 5) after their participation in the intervention
 seminar about their employment status, quality of work life, financial
 strain endured, social support system, relationship satisfaction,
 self-esteem, feelings of anxiety and/or depression, health, and sense
 of control. Significant others were also queried after two years (Part
 9) regarding their relationship with the respondent, the significant
 other's familiarity with the respondent's feelings of anxiety and/or
 depression, their social support network, and the significant other's
 feelings of anxiety and/or depression. Background information on
 respondents includes age, sex, race, Hispanic descent, education,
 marital status, age of children in household, number of financial
 dependents, and household income. Background information on
 significant others includes age, sex, race, Hispanic descent,
 education, and employment status. Following the conclusion of the JOBS
 intervention program, respondents were asked to complete a mail
 questionnaire (Part 10) evaluating the effectiveness of the program
 agenda and assessing the relevance of the seminar to their job search,
 the effectiveness of the seminar trainers, inoculation against
 setbacks, impact on their self-esteem, effect on their interviewing
skills, and resume preparedness.","['job loss', 'unemployment effects', 'mental health', 'job-search seminar', 'depression risk', 'economic hardship', 'social support', 'employment status', 'intervention evaluation', 'significant others']","['depression', 'economic aid', 'employment discrimination', 'job loss', 'job satisfaction', 'job search', 'job security', 'job training', 'mental health', 'unemployment effects']","unemployment effects,job-search seminar,depression risk,economic hardship,intervention evaluation,significant others"
35257,"The 2012 Annual Parole Survey provides a count of the
total number of persons supervised in the community on January 1 and
December 31, 2012, and a count of the number entering and leaving
supervision during the year. The survey also provides counts of the number of parolees by certain characteristics, such as gender, race and Hispanic or Latino origin, supervision status, and type of offense. This survey covers all 50 states, the District of Columbia, and the Federal System.","['parole survey', 'community supervision', 'annual count', 'entry and exit', 'supervision characteristics', 'gender statistics', 'race and ethnicity', 'supervision status', 'offense type', 'national coverage']","['community corrections', 'community policing', 'community service programs', 'criminal justice policy', 'criminal justice programs', 'criminal justice system', 'offender profiles', 'parole', 'parole boards', 'parole officers']","parole survey,community supervision,annual count,entry and exit,supervision characteristics,gender statistics,race and ethnicity,supervision status,offense type,national coverage"
37172,"<p>In 2014, the researchers began work on a grant from the National Institute of Justice to evaluate the effectiveness of home and field contacts in community supervision. The study was designed to describe the varying practices of home and other field contacts in community supervision, to document their use nationwide, and to evaluate their effectiveness in maintaining public safety and promoting compliance with supervision requirements. The research is designed to address the gap in the understanding of home and field contacts as part of community supervision.</p>
<p>While home and field contacts with clients are common practice within many probation and parole agencies, little is known about how they are conducted, the goals of their use, and whether they impact client outcomes. Researchers conducted a mixed methods study of home and field contact practices within multiple agencies. A nationwide survey of community supervision agencies at the federal, state, and local levels was conducted to understand common policies and practices for home and field contacts. To analyze the effectiveness of home and field contacts, quasi-experimental designs were employed using administrative data. To understand the activities that make up home and field contacts and the goals behind them within each agency, officers
were asked to complete a qualitative home and field contact checklist and participate in focus groups.</p>","['community supervision', 'home contacts', 'field contacts', 'public safety', 'compliance', 'research study', 'mixed methods', 'nationwide survey', 'quasi-experimental design', 'qualitative analysis']","['alternatives to institutionalization', 'community policing', 'compliance monitoring', 'diversion programs', 'domestic violence', 'parole system', 'public safety', 'quasi-experimental design', 'research study', 'supervised liberty']","community supervision,home contacts,field contacts,compliance,research study,mixed methods,nationwide survey,quasi-experimental design,qualitative analysis"
9264,"These data were collected to assess the levels of racial
 discrimination and arbitrariness occurring at different levels within
 Georgia's capital charging and sentencing system. Data cover
 approximately 1,000 murder and voluntary manslaughter cases.
 Information was obtained for all known penalty trial cases and for
 certain cases stratified by case type (voluntary manslaughter
 conviction, nonpenalty trial life sentence, and penalty trial) and by
 state judicial circuit. Numerous measures of defendant blameworthiness
 were developed as a basis for assessing levels of arbitrariness and
 discrimination in the capital charging and sentencing system. Variables
 include race, sex, and socioeconomic class, as well as crime codes,
jury/bench decisions, final plea, term, and number of counts convicted.","['racial discrimination', 'capital sentencing', 'georgia justice system', 'murder cases', 'manslaughter cases', 'penalty trials', 'judicial circuits', 'defendant characteristics', 'crime classification', 'sentencing patterns']","['capital punishment', 'crime classification', 'defendant characteristics', 'discrimination', 'judicial decision making', 'murder', 'racial discrimination', 'sentencing patterns', 'sentencing reform', 'trial procedures']","capital sentencing,georgia justice system,murder cases,manslaughter cases,penalty trials,judicial circuits,defendant characteristics,crime classification,sentencing patterns"
4545,"This study was designed to develop crime forecasting as an
application area for police in support of tactical deployment of
resources. Data on crime offense reports and computer aided dispatch
(CAD) drug calls and shots fired calls were collected from the
Pittsburgh, Pennsylvania Bureau of Police for the years 1990 through
2001. Data on crime offense reports were collected from the Rochester,
New York Police Department from January 1991 through December 2001.
The Rochester CAD drug calls and shots fired calls were collected from
January 1993 through May 2001. A total of 1,643,828 records (769,293
crime offense and 874,535 CAD) were collected from Pittsburgh, while
538,893 records (530,050 crime offense and 8,843 CAD) were collected
from Rochester. ArcView 3.3 and GDT Dynamap 2000 Street centerline
maps were used to address match the data, with some of the Pittsburgh
data being cleaned to fix obvious errors and increase address match
percentages. A SAS program was used to eliminate duplicate CAD calls
based on time and location of the calls. For the 1990 through 1999
Pittsburgh crime offense data, the address match rate was 91 percent.
The match rate for the 2000 through 2001 Pittsburgh crime offense data
was 72 percent. The Pittsburgh CAD data address match rate for 1990
through 1999 was 85 percent, while for 2000 through 2001 the match
rate was 100 percent because the new CAD system supplied incident
coordinates. The address match rates for the Rochester crime offenses
data was 96 percent, and 95 percent for the CAD data. Spatial overlay
in ArcView was used to add geographic area identifiers for each data
point: precinct, car beat, car beat plus, and 1990 Census tract. The
crimes included for both Pittsburgh and Rochester were aggravated
assault, arson, burglary, criminal mischief, misconduct, family
violence, gambling, larceny, liquor law violations, motor vehicle
theft, murder/manslaughter, prostitution, public drunkenness, rape,
robbery, simple assaults, trespassing, vandalism, weapons, CAD drugs,
and CAD shots fired.","['crime forecasting', 'police resources', 'data collection', 'pittsburgh police', 'rochester police', 'address matching', 'gis technology', 'cad system', 'crime analysis', 'spatial overlay']","['crime analysis', 'crime forecasting', 'crime prevention', 'criminal justice policy', 'criminal justice programs', 'criminal justice system', 'geographic information systems', 'police community relations', 'police effectiveness', 'police training']","crime forecasting,police resources,data collection,pittsburgh police,rochester police,address matching,gis technology,cad system,crime analysis,spatial overlay"
8276,"The purpose of this study was to evaluate the results and 
 impact of a two-year experiment in innovative probation practices in 
 Milwaukee, Wisconsin. After being classified according to the Wisconsin 
 risk and needs assessment scale, individuals who had been sentenced to 
 probation between January 2, 1980 and June 30, 1981 and had reported to 
 the probation department for intake were randomly assigned to one of 
 eight experimental and control groups. The experiment was limited to 
 adult residents of Milwaukee County who were not already on probation, 
 were not judged to be severe psychotic or severe sex-deviant cases, and 
 were not assigned to jail work-release sentences of more than ten days 
 followed by probation (Huber cases). There are three files in this data 
 collection: the Reassessment file, the Admissions/Terminations file, 
 and the Chronological file. Each case in the Reassessment and 
 Admissions/Terminations files represents data on an individual 
 probationer. There are 84 variables for 1343 cases in the Reassessment 
 file and 218 variables for 1922 cases in the Admissions/Terminations 
 file, both files have logical record lengths of 100 characters. Of the 
 1922 cases for which admissions data were collected (about 133 
 variables), 397 cases also have termination data available (an 
 additional 85 variables). Cases in the Chronological file are records 
 of probation agent contacts with probationers over the course of the 
 study. There are 17 variables for 47,169 cases (contacts) in this file 
 which includes information on 1781 probationers. As many as 270 
 contacts with a single probationer are recorded. This file has a 
logical record length of 80.","['milwaukee probation study', 'innovative practices', 'risk assessment', 'random assignment', 'experimental groups', 'control groups', 'data collection', 'probationer data', 'agent contacts', 'case variables']","['assessment', 'case management', 'control groups', 'data collection', 'experimental groups', 'probation', 'probation officers', 'risk assessment', 'risk management', 'randomized controlled trials']","milwaukee probation study,innovative practices,random assignment,experimental groups,control groups,data collection,probationer data,agent contacts,case variables"
21860,"The purpose of the study was to examine the processes of resistance in domestic violence offenders. Study One (Part 1, Study One Quantitative Data) was developed to refine and offer preliminary validation of the draft processes of resistance measure. In the summer of 2004, group facilitators collected data from 346 domestic violence offenders recruited from domestic violence agencies in Florida, California, Georgia, and Rhode Island. The 88 item draft processes of resistance measure was administered as part of a 280 item paper-and-pencil survey that took approximately 60 minutes to complete. Resistance items were placed in random order in the measure and in 50 percent of the surveys, resistance items were placed in reverse order within the measure. Study Two (Part 2, Study Two Quantitative Data), administered the processes of resistance measure to a separate sample of domestic violence offenders at batterer program intake and again two months later. Participants included 358 domestic violence offenders recruited from domestic violence agencies in Florida, Virginia, Rhode Island, Michigan, and Calgary, Canada, between January and December 2005.
In Study Three (Part 3, Study Three Expert Interview Qualitative Data), 16 of the 18 domestic violence experts who were interviewed in Study One during the drafting of the resistance measure were invited by telephone or email to participate in a 1-
hour interview on best practices for dealing with resistance. Thirteen experts who agreed to be interviewed were mailed a list of processes of resistance measure items and asked to give recommendations on how domestic violence counselors can respond to a client engaging in those behaviors in treatment. Interviews were conducted by telephone in November 2005, with an interviewer and note taker, and audiotaped. Part 1 (Study One Quantitative Data) and Part 2 (Study Two Quantitative Data) include demographic variables such as age, race, level of education, employment and income level, relationship to the domestic assault victim, months in batterer treatment, and criminal history. Both Parts also include variables to measure stage of change, decisional balance, processes of change, self-efficacy, physical and psychological aggression, social desirability, at risk drinking, and physical and mental health. Additionally, Part 2 includes variables on program attendance and completion. Part 3 (Study Three Expert Interviews Qualitative Data) includes domestic violence experts recommendations for managing eight types of resistance in batterer treatment including system blaming, problems with partner, problems with alliance, social justification, hopelessness, isolation, psychological reactance, and passive reactance.","['domestic violence', 'offender resistance', 'quantitative data', 'qualitative data', 'intervention validation', 'batterer treatment', 'expert interviews', 'behavioral assessment', 'program evaluation', 'change processes']","['behavioral intervention', 'domestic assault', 'domestic violence', 'intimate partner violence', 'offender treatment', 'program evaluation', 'qualitative data', 'quantitative data', 'victim services', 'violence against women']","offender resistance,quantitative data,qualitative data,intervention validation,batterer treatment,expert interviews,behavioral assessment,change processes"
4673,"The Census of Juveniles in Residential Placement (CJRP) was administered for the first time in 1997 by the United States Bureau of the Census, for the Office of Juvenile Justice and Delinquency Prevention (OJJDP). CJRP replaced the Census of Public and Private Juvenile Detention, Correctional, and Shelter Facilities, also known as the Children in Custody (CIC) census, which had been conducted since the early 1970s. The CJRP differs fundamentally from CIC in that the CIC collected aggregate data on juveniles held in each facility (e.g., number of juveniles in the facility) and the CJRP, which is conducted biennially, collects an individual record on each juvenile held in the residential facility to provide a detailed picture of juveniles in custody. The CJRP asked juvenile residential custody facilities in the United States to describe each youth assigned a bed in the facility on a specified reference date. In 1997, the reference date was the fifth Wednesday in October. Characteristics of the facility, treatment services, and facility population were also collected. Each record in the data that provides information about a juvenile also includes the characteristics of the facility in which the juvenile was held. Therefore, the CJRP data can be analyzed at the juvenile or facility level. Some state and regional agencies provide CJRP data for more than one facility under their jurisdiction. The census was not sent to adult facilities or to facilities exclusively for drug or mental health treatment or for abused or neglected children.","['juvenile justice', 'residential placement', 'census administration', 'data collection', 'facility characteristics', 'treatment services', 'individual records', 'biennial survey', 'juvenile custody', 'facility population']","['alternatives to institutionalization', 'assessment', 'census data', 'correctional facilities (juveniles)', 'juvenile courts', 'juvenile delinquency', 'juvenile justice', 'juvenile offenders', 'residential programs', 'treatment facilities']","residential placement,census administration,data collection,facility characteristics,treatment services,individual records,biennial survey,juvenile custody,facility population"
2402,"The principal purposes of this national longitudinal study
of the higher education system in the United States are to describe
the characteristics of new college freshmen and to explore the effects
of college on students. For each wave of this survey, each student
completes a questionnaire during freshman orientation or registration
that asks for information on academic skills and preparation, high
school activities and experiences, educational and career plans,
majors and careers, student values, and financing college. Other
questions elicit demographic information, including sex, age, parental
education and occupation, household income, race, religious
preference, and state of birth. Specific questions asked of
respondents in the 1972 survey included students' activities during
high school, students' activities during the past year, and students'
and parents' ethnicity.","['higher education study', 'college freshmen characteristics', 'college impact', 'academic skills', 'high school experiences', 'career plans', 'student values', 'college financing', 'demographic information', 'survey questions']","['academic skills', 'career plans', 'college financing', 'college freshmen', 'college impact', 'demographic information', 'higher education', 'high school experiences', 'student values', 'survey questions']","higher education study,college freshmen characteristics,college impact,academic skills,high school experiences,career plans,college financing,demographic information,survey questions"
24402,"<p>This data collection is comprised of responses from two sets of survey questionnaires, the basic Current Population Survey (CPS) and a survey on the topic of food security in the United States, which was administered as a supplement to the December 2007 CPS questionnaire. The CPS Food Security supplement was sponsored and conducted by the United States Census Bureau for the Economic Research Service (ERS) of the United States Department of Agriculture (USDA).</p><p>The CPS, administered monthly, is a labor force survey providing current estimates of the economic status and activities of the population of the United States. Specifically, the CPS provides estimates of total employment (both farm and nonfarm), nonfarm self-employed persons, domestics, and unpaid helpers in nonfarm family enterprises, wage and salaried employees, and estimates of total
unemployment. Data from the CPS are provided for the week prior to the
survey. In December, the week containing the twelfth day of the month was the interview week. The week containing the fifth day was the reference week (i.e., the week about which the labor force questions were asked).</p><p>The supplement was intended to research the full range of severity of food insecurity as experienced in United States households. The food security questions were asked of all interviewed households, as appropriate. Respondents were queried on how much the household spent for food, their use of federal and community food assistance programs, whether they were able to afford enough food,
food sufficiency, and ways of coping with not having enough food.</p>
<p>Demographic variables include age, sex, race, Hispanic origin,
marital status, veteran status, educational attainment, occupation,
and income.</p>","['food security', 'survey questionnaires', 'current population survey', 'united states census', 'economic research service', 'department of agriculture', 'labor force survey', 'unemployment data', 'food assistance programs', 'demographic variables']","['economic research service', 'food assistance programs', 'food security', 'food supply', 'public assistance programs', 'unemployment data', 'united states census', 'united states department of agriculture', 'united states house of representatives', 'united states senate']","survey questionnaires,current population survey,united states census,economic research service,department of agriculture,labor force survey,unemployment data,food assistance programs,demographic variables"
24603,"This poll, fielded January 9-12, 2008, is a part of continuing series of monthly polls that solicit public opinion on various political and social
issues. A national sample of 1,130 adults was surveyed, including an oversample of African Americans, for a total of 202 African American respondents.
Respondents were asked whether they approved of the way George W. Bush was handling his job as president and other issues such as the situation in
Iraq and the economy, and whether they thought things in the country were going in the right direction.
This poll focused on the 2008 presidential election, and asked respondents what was the single most important issue in their choice for
president, how closely they had been following the presidential race, how likely they were to vote in the 2008 presidential primary or caucus in their
state, and which candidate they would vote for if the Democratic and Republican primaries were being held that day.
Iowa and New Hampshire residents were asked whether they voted in the 2008 primaries in their states and for whom they voted.
Respondents were asked for their opinions of the 2008 presidential candidates, including which Democratic and Republican candidates they trusted to
handle issues such as health care, the United States campaign against terrorism, immigration, and international affairs, which types of characteristics
were important to them in a candidate, which candidate would bring the most change to Washington, and which candidate had the best chance to get elected
as president in November 2008.
Several questions asked whether respondents were more or less enthusiastic about the candidates based on the possibility that they could become the first president who was
African American, female, Mormon, 72 years old when elected, or a Baptist minister, whether being African American would help or hurt Barack Obama's
candidacy, and whether the country needed a president to lead the nation in the same direction as George W. Bush.
Additional topics included abortion, respondents' economic and financial situation, and the war in Iraq.
Demographic information includes sex, age, race, education level, household income, type of residential area (e.g., urban or rural),
whether respondents rented or owned their home, voter registration status and participation history, political party affiliation, political
philosophy, marital status, religious preference, and whether respondents considered themselves to be a born-again Christian.","['public opinion', 'political issues', 'national sample', 'african american', 'presidential approval', '2008 election', 'candidate trust', 'demographic information', 'voter participation', 'social issues']","['african americans', 'political attitudes', 'presidential elections', 'public opinion', 'race relations', 'social issues', 'voter participation', 'voting behavior', 'voting patterns', 'voting preference']","national sample,african american,2008 election,candidate trust,demographic information"
33971,"<p>
These data are part of NACJD's Fast Track Release and are distributed as they were received from the data depositor. The files have been zipped by NACJD for release, but not checked or processed except for the removal of direct identifiers. Users should refer to the accompanying readme file for a brief description of the files available with this collection and consult the investigator(s) if further information is needed.
</p>
<p>
Before the Prison Rape Elimination Act (PREA) of 2003, it was not clear the extent to which state departments of corrections (DOCs) were addressing sexual violence in systematic ways. In fact, little information existed about what strategies were being put into practice in prison systems across the country. PREA changed the way DOCs addressed prison sexual violence (PSV). Mandatory recordkeeping and a push for eliminating such incidents moved
many DOCs to develop specific responses to PSV or to further refine approaches already in place. The purpose of this project was to provide a national snapshot of DOC initiatives to address PSV, as well as to identify specific practices that seemed to be, in the absence of formal evaluations, particularly promising or innovative in nature.
</p>
<p>
Researchers conducted three tasks: (1) The Survey of State Correctional Administrators (SSCA) involving written surveys and follow-up phone interviews with leaders of state DOCs. During the survey, state administrators described the state's overall approach to PSV and nominated specific strategies as particularly promising; (2) The Survey of Promising Practices (SPP) involving phone interviews with DOC representatives who spoke about promising practices nominated during the SSCA. Interviews were conducted with facility directors, service providers, or other state personnel affiliated with nominated approaches; and (3) Case studies involving site visits to states that researchers determined could provide the most informative lessons on addressing sexual violence in prison to the largest audience of practitioners, researchers, and policymakers.
</p>
<p>
The collection includes 2 Access databases, one each for the SSCA (ASCA_4_6_2006.directors.mdb) and the SSP (ASCA_FAC_4_6_2006.prompractices.mdb).  The data related to the Case Studies are not available at this time.
</p>","['prison sexual violence', 'nacjd fast track', 'data depositor', 'direct identifiers', 'prison rape elimination', 'state corrections departments', 'systematic approaches', 'doc initiatives', 'promising practices', 'correctional administrators']","['correctional facilities', 'data privacy', 'inmate programs', 'institutionalization (persons)', 'prison conditions', 'prison violence', 'sexual assault', 'sexual harassment', 'victim services', 'violence against women']","prison sexual violence,nacjd fast track,data depositor,direct identifiers,prison rape elimination,state corrections departments,systematic approaches,doc initiatives,promising practices,correctional administrators"
36622,"<p>The Johns Hopkins University Prevention Research center - Risks for Transitions, Baltimore city, 2008-2011 study (JHU PRC Risks for Transition in Drug Use among Urban Adults) represents data collected for a 25 years follow-up from the original JHU PRC study. At the start of the data collection, a cohort of 2,311 youth were randomly assigned to two classroom-based universal preventive interventions implemented in 43 classrooms of 19 public schools located in 5 socio-demographically distinct areas in Eastern Baltimore. This collection includes data from 1,434 respondents from the original cohort collected in 2008-2012. The mean age of the respondents was 30-32 years old. </p>
<p>Psychopathology (major depressive episode, phobia and anxiety disorders) was assessed using modules from the Composite International Diagnostic Interview-University of Michigan Version, CIDI- UM (WHO, 1997). An antisocial symptom scale adapted from the National Epidemiologic Survey of Alcohol and Related Conditions (NESARC) was administered which consisted of 30 questions that assessed behaviors experienced since turning 18 years of age. The alcohol, tobacco and drug modules of the interview were modeled after NESARC Alcohol Use Disorder and Associated Disabilities Interview Schedule-IV. Types of information in these modules collected include age of onset, use in past year and prior past year, frequency and recency of use, and DSM-IV abuse and dependence criteria. Socioeconomic status indicators, variables on education, employment, marital status, parenthood, social supports, family history of mental health and drug problems, general health, treatment utilization, and life events are included in this dataset. </p>
<p>This dataset includes 3,140 variables. </p>","['johns hopkins university', 'prevention research center', 'urban adults', 'drug use', 'preventive interventions', 'psychopathology assessment', 'antisocial behavior', 'substance abuse', 'socioeconomic status', 'dataset variables']","['antisocial behavior', 'drug abuse', 'drug testing', 'drug treatment', 'drug use', 'prevention', 'preventive medicine', 'socioeconomic status', 'substance abuse', 'urban adults']","johns hopkins university,prevention research center,urban adults,preventive interventions,psychopathology assessment,dataset variables"
