study_id,text,gpt_response
8026,"This poll is part of a continuing series of monthly polls
 that solicit public opinion on the presidency and on a range of other
 political and social issues. In this poll, respondents were asked for
 their opinions on President Ronald Reagan's performance, the economy,
 party identification, relations with the Soviet Union, and a nuclear
 weapons freeze. Demographic information on respondents includes race,
 age, sex, marital status, income, area of residence, and employment
status.","['public opinion polling', 'monthly surveys', 'presidential performance', 'economic opinions', 'party identification', 'us-soviet relations', 'nuclear freeze debate', 'demographic data', 'reagan administration', 'social issues.']"
6982,"This data collection is part of a series of nationwide
 surveys conducted from October 1990 to June 1996 in Spain. The
 questionnaires for each of these surveys consisted of three
 sections. The first section collected information on respondents'
 attitudes regarding personal, national, and international issues, and
 included questions on respondents' level of life satisfaction and
 frequency of visits with relatives, neighbors, and friends. The second
 section contained a topical module of questions that varied from
 survey to survey, with this survey's topic focusing on political and
 economic culture. The survey gauged attitudes concerning distributive
 justice, economic and labor policies, the state of the Spanish
 economy, and the desired form of government for Spain. In addition,
 respondents were queried about their personal financial situations,
 political participation, and voting behavior. Questions in the third
 section of the questionnaire elicited socioeconomic information, such
 as respondent's sex, age, marital status, size of household,
 occupation, education, religion, religiosity, place of birth, and
income.","['nationwide surveys', 'spain demographics', 'life satisfaction', 'social interactions', 'political attitudes', 'economic opinions', 'distributive justice', 'personal finances', 'political participation', 'socioeconomic data']"
2087,"The National Household Education Survey (NHES) series
reports information on the condition of education in the United States
by collecting data at the household level rather than using a
traditional school-based data collection system. The surveys attempt
to address many current issues in education, such as preprimary
education, school safety and discipline, adult education, and
activities related to citizenship. This survey includes two topical
survey components: the Adult Education (AE) component, which collected
information about adults' participation in adult education, and the
Early Childhood Program Participation (ECPP) component, which focused
on children's participation in nonparental childcare and early
childhood programs. The AE component explored the participation of
adults (aged 16 years and older) in a wide range of educational
activities during the 12 months prior to the interview. Respondents
were asked about their participation in seven broadly-defined types of
adult education activities: adult basic skills and GED preparation
classes, English As a Second Language instruction, courses taken
toward college degrees or vocational diplomas or certificates,
apprenticeship programs, career or job-related courses, any other
formally structured courses, and computer-only or video-only
instruction on the job. The AE component also collected data
pertaining to reasons for and barriers to participation in adult
education. In all, 19,722 adult interviews were completed: 11,713 with
adult education participants and 8,009 with nonparticipants. The ECPP
component examined children's early experiences in various types of
nonparental childcare arrangements and early childhood programs. The
core of this survey collected extensive information on children's
participation and experiences in four types of nonparental care and
programs: care by relatives (not including parents), care by
nonrelatives, Head Start programs, and other center-based
programs. Other information collected in this component concerned
children's kindergarten and primary school experiences, children's
personal and household demographic characteristics, parent/guardian
characteristics, literacy-related home activities, and children's
health and disability status. In total, interviews were completed for
14,064 children who were newborn through age 10 and in 3rd grade and
below. This includes interviews for 4,135 infants and toddlers, 3,431
preschool children, 1,680 kindergarten children, 4,717 primary school
children, and 101 home-schooled children.","['education data collection', 'household-level survey', 'adult education participation', 'early childhood programs', 'nonparental childcare', 'educational activities analysis', 'barriers to education', 'demographic characteristics', 'literacy-related activities', 'school safety concerns']"
2705,"<p>The Matlab Health and Socioeconomic Survey (MHSS) was carried out in 1996 to examine health status, health care utilization,
social network characteristics, and the impact of community services
and infrastructure with respect to adults and elderly persons residing
in the Matlab region of rural Bangladesh. </p>
<p>The MHSS Household
questionnaire was administered to three separate samples: (1) The Main
Household Data (MHD) sample (Parts 1-84), which was the primary
sample, consisted of 4,364 households clustered in 2,687 baris, or
residential compounds; (2) The Determinants of Natural Fertility Survey
(DNSF) sample (Parts 85-167) was made up of follow-up groups of 1,789
households of 2,441 women who were interviewed about their health and
pregnancy status in the mid-1970s; (3) The Outmigrant (MIG) sample (Parts
168-250) consisted of 552 persons who had left and not returned to the
original household of the primary (MHD) sample between 1982 and 1996,
the start of the MHSS. </p>
<p>The Household questionnaire elicited
information on demographic characteristics of respondents such as
gender, age, marital status, information on non-coresident spouses,
religion, education, main occupational activity, and housing
structure, including size, materials, availability of electricity,
home ownership, and rent. Questions were also posed regarding
household economy and an inventory of household consumption was taken,
including the value of foods purchased and self-produced in the last
week, purchases of personal care and household items during the last
month, and purchases of durable goods in the last year. Respondents
were also asked about
the location of their health care providers and the
travel time and travel cost to see them. Retrospective life histories
were gathered from women regarding children ever born, pregnancy
outcomes and infant feeding, and contraceptive knowledge and use,
along with information about menarche and menopause. In addition,
detailed pregnancy histories from women aged 50 years and older were
collected. Information regarding children under age 15 was gathered by
proxy regarding the child's educational history, morbidity,
medications, and inpatient and outpatient care utilization. Results of
physical performance and cognitive ability tests as well as
anthropometric measures were recorded.</p>
<p> The Community/Provider
questionnaire (Parts 251-412) collected data on community
infrastructure and services from 141 villages of the primary (MHD)
sample respondents, along with detailed information about 254
health/family planning providers and 100 educational
facilities. Questions on the Community questionnaire covered
availability of facilities, public transportation, characteristics of
roads, price of fuel, water sources and sanitation, agriculture and
industry, credit institutions, migration, and historical
events. Health providers from Thana health complexes (THCs) and family
welfare centers (FWCs), village doctors, pharmacists, traditional
healers, and trained/traditional birth attendants were asked about
their education and training, services/activities, equipment and
supplies, and medicines, along with the historical development of the
facility. Also collected were direct observations from interviewers
regarding the cleanliness of the examination rooms, laboratories, and
vaccine storage rooms. In addition, hypothetical patient vignettes
were presented in which providers were tested as to their knowledge of
processes. Information also was obtained from primary and secondary
schools on characteristics such as date of establishment, school
hours, administration and religious orientation, admission fees,
tuition, number of students and teachers, building attributes, whether
particular facilities (gymnasium, library) were available at the
school, and whether the school was used by other institutions.</p>
<p>Part 418, Additional Household and Individual Weights for Primary (MHD)
Sample, contains additional weights for the primary sample.</p>","['matlab health survey', 'rural bangladesh', 'health status', 'socioeconomic factors', 'household questionnaire', 'community services', 'health care utilization', 'demographic characteristics', 'infrastructure assessment', 'provider knowledge.']"
8642,"This survey was conducted after the summit meeting between Reagan and Gorbachev in Iceland. Respondents were asked to evaluate Reagan's handling of the summit meeting, arms control, and relations with the Soviet Union. They were also asked their opinion of Gorbachev and whether or not the summit would affect which party they would vote for in the upcoming congressional election. In addition, political affiliation, race, and sex were recorded.","['reagan-gorbachev summit', 'public opinion survey', 'arms control evaluation', 'us-soviet relations', ""gorbachev's perception"", 'summit voting influence', 'congressional election', 'political affiliation', 'demographic data', 'cold war diplomacy']"
2419,"The principal purposes of this national longitudinal study
of the higher education system in the United States are to describe
the characteristics of new college freshmen and to explore the effects
of college on students. For each wave of this survey, each student
completes a questionnaire during freshman orientation or registration
that asks for information on academic skills and preparation, high
school activities and experiences, educational and career plans,
majors and careers, student values, and financing college. Other
questions elicit demographic information, including sex, age, parental
education and occupation, household income, race, religious
preference, and state of birth. Specific questions asked of
respondents in the 1985 survey pertained to students' self-ratings of
their academic ability, artistic ability, physical health,
self-confidence, and writing ability. Other questions provided
information regarding students' institutional race, institutional
type, institutional sex, as well as their tuition fees, transportation
costs, and books and supplies expenses.","['higher education study', 'college freshmen characteristics', 'college impact', 'academic preparation', 'career plans', 'student demographics', 'self-ratings', 'institutional characteristics', 'financial aspects', 'educational experiences']"
8553,"These data were collected in a national survey designed to
examine attitudes of American citizens towards civil defense and
emergency management. They provide indicators of public opinion on
foreign affairs, nuclear weapons, nuclear war, disarmament, emergency
shelters, federal spending, evacuation and natural disasters.
Ecological variables are appended to each record which characterize
respondents as residing in Department of Defense defined risk areas.","['national survey', 'civil defense', 'emergency management', 'public opinion', 'foreign affairs', 'nuclear weapons', 'disarmament', 'emergency shelters', 'federal spending', 'risk areas']"
8143,"This data collection supplies standard monthly labor force
 data for the week prior to the survey. Comprehensive information is
 given on the employment status, occupation, and industry of persons 14
 years old and older. Additional data are available concerning weeks
 worked and hours per week worked, reason not working full-time, total
 income and income components, and residence. Besides the CPS core
 questions, this survey also gathered supplemental data on birth
 history and birth expectations. Data for women aged 15-59 years
 include the total number of children ever born, data of birth of the
 first child and most recent child, and date of first marriage. Women
 aged 18-34 years were asked to provide the number of children they
 expected to have within the next five years. Information on
 demographic characteristics, such as sex, age, race, marital status,
 veteran status, household relationship, income, educational
 background, and Hispanic origin, is available for each person in the
household enumerated.","['labor force data', 'employment status', 'occupation information', 'industry classification', 'work hours', 'income analysis', 'demographic characteristics', 'fertility trends', 'marital status', 'educational background']"
37184,"This collection includes estimates of the number of in-state resident recreational anglers from the states of Illinois, Indiana, Michigan, Minnesota, and Wisconsin. It also includes estimates of the smaller subset of anglers who fished the Upper Great Lakes (Lake Superior, Lake Michigan, or Lake Huron) or their tributaries for salmon/trout by state of residence and separately by lake fished. All estimates were broken down by year, single year of age, and sex.","['recreational fishing', 'angler demographics', 'state residents', 'great lakes', 'fishing estimates', 'salmon/trout fishing', 'geographic breakdown', 'annual data', 'age distribution', 'gender statistics']"
2256,"The National Assessment of Educational Progress (NAEP) is a
federally-funded, ongoing, periodic assessment of educational
achievement in the various subject areas and disciplines taught in the
nation's schools. Since 1969, NAEP has gathered information about
levels of educational achievement of 9-, 13-, and 17-year-olds across
the country. In the fall of 1987, high school transcripts were
collected from 34,140 students attending 433 schools that had
previously been sampled for the National Assessment of Educational
Progress (NAEP) in 1986. The sample of students for the transcript
study included both handicapped and nonhandicapped students who in
1985-1986 were enrolled in the 11th grade and/or were 17 years old.
Approximately half of the sampled students had participated in NAEP
assessments in 1986. The 1987 High School Transcript Study also
collected school-level information such as course lists, graduation
requirements, and the definition of units of credit and
grades. Student information included sex, grade level, age, graduation
status, and race/ethnicity. The following additional information was
gathered for handicapped students: handicapping condition, severity of
cognitive, psychosocial, and physical limitation, reading and
mathematics grade level (teacher estimate), placement in mainstream,
resource, and self-contained classes, and receipt of selected
services.","['naep assessments', 'educational achievement', 'high school transcripts', 'student demographics', 'handicapped students', 'academic performance', 'course information', 'graduation requirements', 'mainstream placement', 'educational services']"
31562,"This poll, fielded January 14-17, 2010, is a part of a continuing series of monthly surveys that solicits public opinion on the presidency and on a range of other political and social issues. Respondents were asked whether they approved of the way Barack Obama was handling his job as president, the economy, foreign policy, the war in Iraq and in Afghanistan, health care, the threat of terrorism, and the United States response to the earthquake in Haiti. Respondents were queried on whether they thought the economy was getting better or worse, whether they had a favorable or unfavorable opinion of the Democrats and Republicans in Congress, whether they were optimistic or pessimistic about the next three years with Obama as president, whether they thought that Obama had strong qualities of leadership, and whether they believe that Obama says what he believes most of the time, or says what he thinks people want to hear. Respondents were also asked whether they thought that Obama's policies have generally helped or hurt the economy, whether they thought Obama has brought real change to the way things are done in Washington, whether they thought the United States' image in the world has gotten better since Obama has been president, whether they thought that Obama would make the United States health care system better if the health care legislation passed, and whether they thought that Obama has done too much or too little for the nation's banks, financial institutions, auto industry, homeowners, the middle class, and small business owners. Information was collected on whether respondents thought that there would be a major earthquake in the United States in the next 20 years, whether the federal government was adequately prepared to deal with a major earthquake, whether they had a favorable or unfavorable opinion of the Tea Party movement, whether they approved of the way Joe Biden was handling his job as vice president, whether they approved of the way Michelle Obama was handling her role as first lady, whether they approved of the way that Hillary Clinton was handling her job as secretary of state, whether they had a favorable or unfavorable opinion of Sarah Palin, and whether they would like to see Sarah Palin run for president in 2012. Respondents were asked whether they thought that the views of the people in the Tea Party movement generally reflect the views of most Americans, whether they thought that autism was a serious problem, how likely they thought it would be that in their lifetime there would be a cure for autism, whether they thought the housing market in their area would get better or worse in the next year, whether they currently rented their home, or bought it with a mortgage, or had their home entirely paid for. Finally respondents were asked how they felt about financial companies paying their employee bonuses after receiving bailout money from the government, whether they thought these bonuses were a major economic problem, who they thought benefited most from the bailout, whether they had enough income to save money or whether they had just enough to meet bills and obligations, and what social class they would say they belonged to. Demographic information includes sex, age, race, marital status, education level, household income, religious preference, type of residential area (e.g., urban or rural), political party affiliation, political philosophy, and voter registration status.","['public opinion', 'presidential approval', 'economic perceptions', 'foreign policy', 'healthcare reform', 'national security', 'political figures', 'social issues', 'demographics', 'financial attitudes']"
7221,"This study focused on respondents' evaluations of president
 Dwight Eisenhower and the Republican administration. Voting intentions
 for the upcoming election were also explored. Demographic data include
sex, age, race, religion, education, occupation, and family income.","['eisenhower evaluation', 'republican administration', 'voting intentions', 'demographic data', 'sex variable', 'age factor', 'race aspect', 'religion demographics', 'education level', 'occupation analysis']"
8770,"These surveys were undertaken to measure changes in consumer 
 attitudes and expectations, to understand why these changes occur, and 
 to evaluate how they relate to consumer decisions to save, borrow, or 
 make discretionary purchases. This type of information is essential for 
 forecasting changes in aggregate consumer behavior. Since the late 
 1940s, these surveys have been produced quarterly through 1977 and 
 monthly thereafter. Each monthly survey contains approximately 40-50 
 questions and probes a different aspect of consumer confidence. 
 Open-ended questions are asked concerning evaluations and expectations 
 about personal finances, employment, price changes, and the national 
 business situation. Additional questions probe buying intentions for 
 automobiles and the respondent's appraisals of present market 
conditions for purchasing houses, automobiles, and other durables.","['consumer attitudes', 'behavior forecasting', 'survey methodology', 'consumer confidence', 'economic indicators', 'purchasing intentions', 'personal finances', 'market conditions', 'price expectations', 'employment outlook']"
4329,"This special topic poll, conducted June 23-26, 2005, is
part of a continuing series of monthly surveys that solicit public
opinion on the presidency and on a range of other political and social
issues. Respondents were asked to give their opinions on the
effectiveness of United States President George W. Bush in relation to
the conflict in Iraq. Questions addressed such issues as whether
deploying the United States military in Iraq was worth the human and
economic costs, the effect military action in Iraq had on relations
with countries like France or Germany that disagreed with the United
States on military action in Iraq, the effect military action in Iraq
had on the stability and peace in the Middle East, and the effect
military action in Iraq had on United States security domestically and
internationally. Respondents were asked to give their opinions of the
Bush administration's actions and statements prior to military action
in Iraq, of the effect of Iraqi elections on the stability of Iraq,
whether military action in Iraq was part of the broader ""war on
terror,"" when or if the United States military would withdraw or
reduce troop size in Iraq, and the effect on world opinion and events
if the United States military were to be successful in establishing
and maintaining a democratic government in Iraq. Additional questions
sought opinions of the death penalty and other punishments for
convicted murderers and whether respondents would advise youth to join
the United States military. Background information includes age, sex,
education, household income, political ideology, political party
affiliation, race, religious affiliation, whether that religion was
protestant, and whether the respondent considers herself or himself
""born-again.""","['george w. bush', 'iraq conflict', 'military effectiveness', 'human costs', 'economic costs', 'international relations', 'middle east stability', 'u.s. security', 'iraqi elections', 'war on terror']"
3671,"These data are bridged resident population estimates
for 2000 and 2001 based on the Census 2000 counts. The
estimates result from bridging the 31 race categories used in Census
2000, as specified in the 1997 Office of Management and Budget
standards for the collection of data on race and ethnicity, to the
four race categories specified under the 1977 standards. The bridged
estimates were produced under a collaborative arrangement with the
United States Bureau of the Census. Three data files are provided. The
first file (Part 1) contains bridged April 1, 2000, population counts
for the four race groups (White, Black or African American, American
Indian or Alaska Native, Asian or Pacific Islander) by county, single
year of age, sex, and Hispanic origin. The other two data files (Parts
2 and 3) contain bridged postcensal estimates of the July 1, 2000, and
July 1, 2001, resident populations of the United States for the four
race groups by single year of age, sex, and Hispanic origin. Parts 4-8
are Excel files presenting various crosstabulations.","['census data', 'population estimates', 'bridged racial categories', '2000 and 2001', 'race and ethnicity', 'data collection standards', 'collaborative arrangement', 'county-level demographics', 'age-sex distribution', 'hispanic origin.']"
2663,"This poll, fielded October 31-November 1, 1998, is part of
a continuing series of monthly surveys that solicit public opinion on
the presidency and on a range of other political and social
issues. Respondents were asked to give their opinions of President
Bill Clinton and the upcoming November 1998 state and congressional
elections. Those queried were asked a series of questions about the
United States Congress and the impact of congressional decisions on
their lives. Topics covered 1997-1998 congressional accomplishments,
the importance of which political party controls Congress, the
respondent's level of trust in government, whether congressional
representatives should solve national problems or only be concerned
with their specific constituencies, and to whom congressional
representatives paid the most attention in practice. Respondents were
also asked whether non-voters had the right to complain about
electoral outcomes, whether the Clinton scandal had prevented
political debate on the real issues during the campaigns, whether the
Clinton scandal would influence voter turnout and electoral decisions,
and how they felt about the content of campaign
commercials. Background information on respondents includes age, race,
sex, political party, political orientation, marital status,
employment status, voter registration and participation history, labor
union membership, religion, education, age of children in household,
and family income.","['public opinion', 'bill clinton', 'congressional elections', 'political party control', 'trust in government', 'national vs. constituency', 'congressional attention', 'voter rights', 'clinton scandal', 'campaign commercials']"
1271,"This paper uses a currency crisis framework to analyze the
 currency devaluation and debt default of post-Soviet Russia in August
 1998. The authors show that even though the Russian economy recorded
 positive growth immediately preceding the default, the atmosphere was
 reflective of an impending crisis. The authors then consider the
 symptoms of a currency crisis -- specifically public and private debt
 responsibilities, devaluation expectations, and contractionary
 monetary policy -- and show that they were present in Russia at that
 time. Three generations of currency crisis models are reviewed,
 followed by speculation that the Russian default was a product not
 only of fiscal deficits but also of a fragile financial system and
 contractionary monetary policy. The authors address the possibility
 that the usual prescription for a currency crisis, that is, increasing
 interest rates, may have accelerated the default and that a
 case-by-case prescription may afford a better solution than a blanket
policy of increasing interest rates in the face of devaluation.","['currency crisis framework', 'russian default', 'economic growth', 'impending crisis', 'debt responsibilities', 'devaluation expectations', 'contractionary monetary policy', 'financial system fragility', 'interest rate policy', 'case-by-case prescription']"
2739,"These data explore the impact of job loss and unemployment
 on workers' stress and mental health, and evaluate the potential
 benefits of participation in a job-search skills seminar. Respondents
 were recruited from four offices of the Michigan Employment Security
 Commission (MESC) in southeastern Michigan. A group of 31,560
 unemployed persons were approached for the study. Of these, about
 23,000 failed to meet basic initial criteria because they were new
 entrants to the labor market, already re-employed, or just
 accompanying others in line. Respondents were kept in the pool if they
 were not on strike and not expecting to be recalled for work in the
 next few months or planning to retire in the next two years. The
 resulting group of 7,956 were then assessed for symptoms of depression
 and willingness to participate in a job-seeking skills seminar. These
 final exclusion criteria resulted in a pool of 3,402. A screening
 questionnaire (Part 1) was administered to that pool, which allowed
 the researchers to classify respondents as being at high risk for
 depression and anxiety or at low risk. All of the high-risk
 respondents and a random sample of the low-risk participants were
 invited to participate in the study and in the MESC's Job
 Opportunities and Basic Skills II (JOBSII) intervention program, which
 consisted of a set of job-search skills seminars. JOBS II was
 patterned after JOBS I, which was offered by the MESC in the late
 1980s. A pretest questionnaire (Part 2) was mailed to respondents
 between February and July 1991, two weeks prior to the invitation to
 participate in the JOBS intervention seminar. The questionnaire
 addressed the situation surrounding the respondents' loss of
 employment, quality of work life in previous job, level of economic
 hardship, attitudes toward obtaining a new job, social support
 network, self-esteem, feelings of anxiety and/or depression, health
 problems, and substance abuse history and related problems. At the
 same time, a mail questionnaire was sent to each respondent's
 significant other (Part 6). Items in this questionnaire focused on the
 length of their relationship with the respondent, the level of support
 given to the respondent, the significant other's observations
 regarding the daily activities of the respondent during this period of
 job loss, the significant other's feelings of anxiety and/or
 depression, and the significant other's level of economic hardship. A
 second and third mail questionnaire were sent six weeks (Part 3) and
 six months (Part 4) after the respondents' participation in a JOBS
 intervention program job-seeking skills seminar. For those respondents
 who had gained employment, questions were asked regarding current
 employment status, sense of job permanence, employee benefits, and
 feelings toward current job. Those respondents still seeking
 employment were queried about their intention to continue their job
 search, job-seeking behaviors, confidence in their ability to obtain a
 job, and the presence or lack of a social support network. For those
 respondents still unemployed six months after the intervention
 seminar, additional questions covered receipt of unemployment benefits
 and how necessary those benefits were. Similarly, significant others
 were queried both six weeks (Part 7) and six months (Part 8) after the
 respondents' participation in the job intervention. Topics focused on
 their relationship with the respondent, the observed daily activities
 of the respondent, the emotional support given to the respondent, the
 respondent's job-seeking behavior, the respondent's and significant
 other's feelings of anxiety and/or depression, and the level of shared
 responsibility regarding the payment of bills and other economic
 hardships. Finally, respondents were questioned through a mail survey
 two years (Part 5) after their participation in the intervention
 seminar about their employment status, quality of work life, financial
 strain endured, social support system, relationship satisfaction,
 self-esteem, feelings of anxiety and/or depression, health, and sense
 of control. Significant others were also queried after two years (Part
 9) regarding their relationship with the respondent, the significant
 other's familiarity with the respondent's feelings of anxiety and/or
 depression, their social support network, and the significant other's
 feelings of anxiety and/or depression. Background information on
 respondents includes age, sex, race, Hispanic descent, education,
 marital status, age of children in household, number of financial
 dependents, and household income. Background information on
 significant others includes age, sex, race, Hispanic descent,
 education, and employment status. Following the conclusion of the JOBS
 intervention program, respondents were asked to complete a mail
 questionnaire (Part 10) evaluating the effectiveness of the program
 agenda and assessing the relevance of the seminar to their job search,
 the effectiveness of the seminar trainers, inoculation against
 setbacks, impact on their self-esteem, effect on their interviewing
skills, and resume preparedness.","['job loss', 'unemployment effects', 'mental health', 'job-search seminar', 'depression risk', 'social support', 'economic hardship', 'employment status', 'intervention effectiveness', 'significant others']"
35257,"The 2012 Annual Parole Survey provides a count of the
total number of persons supervised in the community on January 1 and
December 31, 2012, and a count of the number entering and leaving
supervision during the year. The survey also provides counts of the number of parolees by certain characteristics, such as gender, race and Hispanic or Latino origin, supervision status, and type of offense. This survey covers all 50 states, the District of Columbia, and the Federal System.","['parole survey', 'community supervision', 'annual count', 'entry and exit', 'supervision characteristics', 'gender statistics', 'race and ethnicity', 'supervision status', 'offense types', 'national coverage']"
37172,"<p>In 2014, the researchers began work on a grant from the National Institute of Justice to evaluate the effectiveness of home and field contacts in community supervision. The study was designed to describe the varying practices of home and other field contacts in community supervision, to document their use nationwide, and to evaluate their effectiveness in maintaining public safety and promoting compliance with supervision requirements. The research is designed to address the gap in the understanding of home and field contacts as part of community supervision.</p>
<p>While home and field contacts with clients are common practice within many probation and parole agencies, little is known about how they are conducted, the goals of their use, and whether they impact client outcomes. Researchers conducted a mixed methods study of home and field contact practices within multiple agencies. A nationwide survey of community supervision agencies at the federal, state, and local levels was conducted to understand common policies and practices for home and field contacts. To analyze the effectiveness of home and field contacts, quasi-experimental designs were employed using administrative data. To understand the activities that make up home and field contacts and the goals behind them within each agency, officers
were asked to complete a qualitative home and field contact checklist and participate in focus groups.</p>","['community supervision', 'home contacts', 'field contacts', 'public safety', 'compliance', 'effectiveness evaluation', 'mixed methods', 'nationwide survey', 'quasi-experimental design', 'qualitative research']"
9264,"These data were collected to assess the levels of racial
 discrimination and arbitrariness occurring at different levels within
 Georgia's capital charging and sentencing system. Data cover
 approximately 1,000 murder and voluntary manslaughter cases.
 Information was obtained for all known penalty trial cases and for
 certain cases stratified by case type (voluntary manslaughter
 conviction, nonpenalty trial life sentence, and penalty trial) and by
 state judicial circuit. Numerous measures of defendant blameworthiness
 were developed as a basis for assessing levels of arbitrariness and
 discrimination in the capital charging and sentencing system. Variables
 include race, sex, and socioeconomic class, as well as crime codes,
jury/bench decisions, final plea, term, and number of counts convicted.","['racial discrimination', 'capital sentencing', 'georgia justice', 'murder cases', 'manslaughter cases', 'trial data', 'defendant characteristics', 'legal outcomes', 'sentencing arbitrariness', 'judicial circuits']"
4545,"This study was designed to develop crime forecasting as an
application area for police in support of tactical deployment of
resources. Data on crime offense reports and computer aided dispatch
(CAD) drug calls and shots fired calls were collected from the
Pittsburgh, Pennsylvania Bureau of Police for the years 1990 through
2001. Data on crime offense reports were collected from the Rochester,
New York Police Department from January 1991 through December 2001.
The Rochester CAD drug calls and shots fired calls were collected from
January 1993 through May 2001. A total of 1,643,828 records (769,293
crime offense and 874,535 CAD) were collected from Pittsburgh, while
538,893 records (530,050 crime offense and 8,843 CAD) were collected
from Rochester. ArcView 3.3 and GDT Dynamap 2000 Street centerline
maps were used to address match the data, with some of the Pittsburgh
data being cleaned to fix obvious errors and increase address match
percentages. A SAS program was used to eliminate duplicate CAD calls
based on time and location of the calls. For the 1990 through 1999
Pittsburgh crime offense data, the address match rate was 91 percent.
The match rate for the 2000 through 2001 Pittsburgh crime offense data
was 72 percent. The Pittsburgh CAD data address match rate for 1990
through 1999 was 85 percent, while for 2000 through 2001 the match
rate was 100 percent because the new CAD system supplied incident
coordinates. The address match rates for the Rochester crime offenses
data was 96 percent, and 95 percent for the CAD data. Spatial overlay
in ArcView was used to add geographic area identifiers for each data
point: precinct, car beat, car beat plus, and 1990 Census tract. The
crimes included for both Pittsburgh and Rochester were aggravated
assault, arson, burglary, criminal mischief, misconduct, family
violence, gambling, larceny, liquor law violations, motor vehicle
theft, murder/manslaughter, prostitution, public drunkenness, rape,
robbery, simple assaults, trespassing, vandalism, weapons, CAD drugs,
and CAD shots fired.","['crime forecasting', 'tactical deployment', 'data collection', 'pittsburgh police', 'rochester police', 'address matching', 'geographic analysis', 'crime offense records', 'cad data', 'spatial overlay.']"
8276,"The purpose of this study was to evaluate the results and 
 impact of a two-year experiment in innovative probation practices in 
 Milwaukee, Wisconsin. After being classified according to the Wisconsin 
 risk and needs assessment scale, individuals who had been sentenced to 
 probation between January 2, 1980 and June 30, 1981 and had reported to 
 the probation department for intake were randomly assigned to one of 
 eight experimental and control groups. The experiment was limited to 
 adult residents of Milwaukee County who were not already on probation, 
 were not judged to be severe psychotic or severe sex-deviant cases, and 
 were not assigned to jail work-release sentences of more than ten days 
 followed by probation (Huber cases). There are three files in this data 
 collection: the Reassessment file, the Admissions/Terminations file, 
 and the Chronological file. Each case in the Reassessment and 
 Admissions/Terminations files represents data on an individual 
 probationer. There are 84 variables for 1343 cases in the Reassessment 
 file and 218 variables for 1922 cases in the Admissions/Terminations 
 file, both files have logical record lengths of 100 characters. Of the 
 1922 cases for which admissions data were collected (about 133 
 variables), 397 cases also have termination data available (an 
 additional 85 variables). Cases in the Chronological file are records 
 of probation agent contacts with probationers over the course of the 
 study. There are 17 variables for 47,169 cases (contacts) in this file 
 which includes information on 1781 probationers. As many as 270 
 contacts with a single probationer are recorded. This file has a 
logical record length of 80.","['probation experiment', 'milwaukee study', 'risk assessment', 'innovative practices', 'random assignment', 'experimental groups', 'adult probationers', 'data collection', 'agent contacts', 'termination data']"
21860,"The purpose of the study was to examine the processes of resistance in domestic violence offenders. Study One (Part 1, Study One Quantitative Data) was developed to refine and offer preliminary validation of the draft processes of resistance measure. In the summer of 2004, group facilitators collected data from 346 domestic violence offenders recruited from domestic violence agencies in Florida, California, Georgia, and Rhode Island. The 88 item draft processes of resistance measure was administered as part of a 280 item paper-and-pencil survey that took approximately 60 minutes to complete. Resistance items were placed in random order in the measure and in 50 percent of the surveys, resistance items were placed in reverse order within the measure. Study Two (Part 2, Study Two Quantitative Data), administered the processes of resistance measure to a separate sample of domestic violence offenders at batterer program intake and again two months later. Participants included 358 domestic violence offenders recruited from domestic violence agencies in Florida, Virginia, Rhode Island, Michigan, and Calgary, Canada, between January and December 2005.
In Study Three (Part 3, Study Three Expert Interview Qualitative Data), 16 of the 18 domestic violence experts who were interviewed in Study One during the drafting of the resistance measure were invited by telephone or email to participate in a 1-
hour interview on best practices for dealing with resistance. Thirteen experts who agreed to be interviewed were mailed a list of processes of resistance measure items and asked to give recommendations on how domestic violence counselors can respond to a client engaging in those behaviors in treatment. Interviews were conducted by telephone in November 2005, with an interviewer and note taker, and audiotaped. Part 1 (Study One Quantitative Data) and Part 2 (Study Two Quantitative Data) include demographic variables such as age, race, level of education, employment and income level, relationship to the domestic assault victim, months in batterer treatment, and criminal history. Both Parts also include variables to measure stage of change, decisional balance, processes of change, self-efficacy, physical and psychological aggression, social desirability, at risk drinking, and physical and mental health. Additionally, Part 2 includes variables on program attendance and completion. Part 3 (Study Three Expert Interviews Qualitative Data) includes domestic violence experts recommendations for managing eight types of resistance in batterer treatment including system blaming, problems with partner, problems with alliance, social justification, hopelessness, isolation, psychological reactance, and passive reactance.","['domestic violence', 'offender resistance', 'quantitative research', 'qualitative interviews', 'measurement validation', 'batterer treatment', 'expert recommendations', 'behavioral assessment', 'longitudinal study', 'demographic variables']"
